video_id,kind,claim,grounding,grounding_top1,novelty,fabricated
3ufJNSez5Is_000008_000018,expert,A pottery workshop is visible.,0.3259088695049286,0.3328871428966522,0.0,0
3ufJNSez5Is_000008_000018,expert,A woman shapes a clay vase.,0.30237630009651184,0.3041231632232666,0.0,0
3ufJNSez5Is_000008_000018,expert,Vase is on a spinning wheel.,0.2777705788612366,0.2806233763694763,0.0,0
3ufJNSez5Is_000008_000018,expert,Woman molds clay with hands.,0.24808359146118164,0.2516437768936157,0.0,0
3ufJNSez5Is_000008_000018,expert,A man kneels on a plank.,0.21678340435028076,0.2755829691886902,0.0,0
3ufJNSez5Is_000008_000018,expert,The plank is wooden.,0.22617538273334503,0.27625077962875366,0.0,0
3ufJNSez5Is_000008_000018,expert,Man reaches for a phone.,0.22367529571056366,0.2525986433029175,0.0,0
3ufJNSez5Is_000008_000018,expert,Workshop contains pottery tools.,0.2949795722961426,0.30614471435546875,0.0,0
3ufJNSez5Is_000008_000018,expert,Workshop contains finished pieces.,0.23196136951446533,0.23508226871490479,0.0,0
3ufJNSez5Is_000008_000018,halluc,A pottery workshop.,0.311829537153244,0.31497031450271606,0.059960126876831055,0
3ufJNSez5Is_000008_000018,halluc,A woman shapes a bowl.,0.29719042778015137,0.3074558973312378,0.406835675239563,0
3ufJNSez5Is_000008_000018,halluc,The bowl is clay.,0.2832837998867035,0.28708502650260925,0.5601978302001953,1
3ufJNSez5Is_000008_000018,halluc,A spinning wheel.,0.20867140591144562,0.21509996056556702,0.3811023235321045,0
3ufJNSez5Is_000008_000018,halluc,Bowl on spinning wheel.,0.2592894732952118,0.259554922580719,0.42372363805770874,0
3ufJNSez5Is_000008_000018,halluc,Woman molds clay.,0.25609415769577026,0.2622901201248169,0.047799527645111084,0
3ufJNSez5Is_000008_000018,halluc,Woman uses her hands.,0.2315608263015747,0.24817350506782532,0.5037411451339722,1
3ufJNSez5Is_000008_000018,halluc,A man sits nearby.,0.16915041208267212,0.17637236416339874,0.6475166082382202,1
3ufJNSez5Is_000008_000018,halluc,A wooden stool.,0.1659560650587082,0.1890225112438202,0.47194427251815796,0
3ufJNSez5Is_000008_000018,halluc,Man sits on stool.,0.18054990470409393,0.20304247736930847,0.6711745858192444,1
3ufJNSez5Is_000008_000018,halluc,Man reaches for tool.,0.23796707391738892,0.257260799407959,0.45862144231796265,0
3ufJNSez5Is_000008_000018,halluc,Workshop has pottery tools.,0.30492427945137024,0.31247058510780334,0.011443614959716797,0
3ufJNSez5Is_000008_000018,halluc,Workshop has finished pieces.,0.21584440767765045,0.21900522708892822,0.01775336265563965,0
3ufJNSez5Is_000008_000018,para,A woman is present.,0.14173297584056854,0.14985550940036774,0.0,0
3ufJNSez5Is_000008_000018,para,A pottery workshop is present.,0.3115450441837311,0.3152405619621277,0.0,0
3ufJNSez5Is_000008_000018,para,Woman shapes a clay vase.,0.3004581034183502,0.3075714707374573,0.0,0
3ufJNSez5Is_000008_000018,para,Woman uses a spinning wheel.,0.2197907418012619,0.2232472002506256,0.0,0
3ufJNSez5Is_000008_000018,para,Her hands sculpt the clay.,0.2711924612522125,0.2764756977558136,0.0,0
3ufJNSez5Is_000008_000018,para,A man is present.,0.1351761817932129,0.15447723865509033,0.0,0
3ufJNSez5Is_000008_000018,para,Man kneels on wooden board.,0.21289463341236115,0.2601471543312073,0.0,0
3ufJNSez5Is_000008_000018,para,A wooden board is present.,0.1795204132795334,0.21716295182704926,0.0,0
3ufJNSez5Is_000008_000018,para,Man extends his hand.,0.1720232516527176,0.1888437122106552,0.0,0
3ufJNSez5Is_000008_000018,para,A phone is passed.,0.21866953372955322,0.24435383081436157,0.0,0
3ufJNSez5Is_000008_000018,para,Ceramic implements are visible.,0.2683429419994354,0.2719449996948242,0.0,0
3ufJNSez5Is_000008_000018,para,Completed works are visible.,0.17861169576644897,0.187994122505188,0.0,0
_oAKCHh_Av4_000003_000013,expert,A cozy living room,0.17127911746501923,0.1746918261051178,0.0,0
_oAKCHh_Av4_000003_000013,expert,A man sits,0.23040539026260376,0.24531136453151703,0.0,0
_oAKCHh_Av4_000003_000013,expert,On a couch,0.270029217004776,0.27438294887542725,0.0,0
_oAKCHh_Av4_000003_000013,expert,Man holds smoking device,0.2574854791164398,0.27306652069091797,0.0,0
_oAKCHh_Av4_000003_000013,expert,Man inhales from device,0.2663480043411255,0.27289724349975586,0.0,0
_oAKCHh_Av4_000003_000013,expert,Man exhales vapor cloud,0.3232608139514923,0.3564707934856415,0.0,0
_oAKCHh_Av4_000003_000013,expert,Man is smiling,0.20677725970745087,0.2114107608795166,0.0,0
_oAKCHh_Av4_000003_000013,expert,A woman sits nearby,0.1590300351381302,0.16679391264915466,0.0,0
_oAKCHh_Av4_000003_000013,expert,They laugh together,0.23181681334972382,0.24610722064971924,0.0,0
_oAKCHh_Av4_000003_000013,halluc,cozy living room,0.15009377896785736,0.15553422272205353,0.026011109352111816,0
_oAKCHh_Av4_000003_000013,halluc,man sits on couch,0.25493356585502625,0.2558019161224365,0.30517977476119995,0
_oAKCHh_Av4_000003_000013,halluc,man holds remote control,0.2290690392255783,0.24142488837242126,0.5312222242355347,1
_oAKCHh_Av4_000003_000013,halluc,A man inhales,0.25830402970314026,0.280254989862442,0.16315466165542603,0
_oAKCHh_Av4_000003_000013,halluc,man sips tea,0.22735042870044708,0.2339874804019928,0.5876036882400513,1
_oAKCHh_Av4_000003_000013,halluc,A man smiles,0.19970206916332245,0.20661795139312744,0.06154876947402954,0
_oAKCHh_Av4_000003_000013,halluc,child plays nearby,0.16053135693073273,0.17236417531967163,0.8750099539756775,1
_oAKCHh_Av4_000003_000013,para,A man is seated.,0.21647079288959503,0.22032132744789124,0.0,0
_oAKCHh_Av4_000003_000013,para,Man sits on a sofa.,0.2264648675918579,0.2279169112443924,0.0,0
_oAKCHh_Av4_000003_000013,para,Sofa is in living room.,0.1656641811132431,0.1689978539943695,0.0,0
_oAKCHh_Av4_000003_000013,para,Living room is comfortable.,0.18940997123718262,0.19230543076992035,0.0,0
_oAKCHh_Av4_000003_000013,para,Man clutches an apparatus.,0.1696501225233078,0.17958635091781616,0.0,0
_oAKCHh_Av4_000003_000013,para,Apparatus is electronic.,0.14368073642253876,0.15120109915733337,0.0,0
_oAKCHh_Av4_000003_000013,para,Apparatus is for smoking.,0.2239462286233902,0.24733467400074005,0.0,0
_oAKCHh_Av4_000003_000013,para,Man draws in vapor.,0.28296369314193726,0.3126649856567383,0.0,0
_oAKCHh_Av4_000003_000013,para,Man releases vapor.,0.2832264304161072,0.30272239446640015,0.0,0
_oAKCHh_Av4_000003_000013,para,A plume of vapor appears.,0.23239387571811676,0.25991809368133545,0.0,0
_oAKCHh_Av4_000003_000013,para,Man's face shows a smile.,0.19394199550151825,0.19974564015865326,0.0,0
_oAKCHh_Av4_000003_000013,para,A woman is close by.,0.12089481949806213,0.12394160032272339,0.0,0
_oAKCHh_Av4_000003_000013,para,Two people share laughter.,0.2333439588546753,0.24668565392494202,0.0,0
BHxn3qfPAl4_000018_000028,expert,A woman lies,0.20266032218933105,0.20889580249786377,0.0,0
BHxn3qfPAl4_000018_000028,expert,On a massage table,0.276949018239975,0.2837069034576416,0.0,0
BHxn3qfPAl4_000018_000028,expert,Her eyes closed,0.26431965827941895,0.2805992364883423,0.0,0
BHxn3qfPAl4_000018_000028,expert,A massage therapist,0.2367493063211441,0.25174152851104736,0.0,0
